Brand,Item,Price,Category,Calories,Protein,Fat,Carbs,City,State,Month,Rating,Calories_per_rupees,Protein_per_rupees,Health_score
KFC,10 Pc Chicken Strips & Dips Bucket,449.0,Chicken,332,23,10,52,Gurgaon,Haryana,July,4.1,0.7394209354120267,0.051224944320712694,-16
McDonalds,Mcsaver Chatpata Naan - Kebab Meal,190.0,Other,368,32,15,47,Delhi,Delhi,February,3.6,1.936842105263158,0.16842105263157894,2
McDonalds,Piri Piri Spice Mix,22.0,Other,539,21,13,46,Noida,Uttar Pradesh,May,3.6,24.5,0.9545454545454546,-17
McDonalds,Veg Maharaja Mac Meal Large,323.0,Other,338,29,7,56,Hyderabad,Telangana,May,3.9,1.0464396284829722,0.08978328173374613,-5
Burger King,King Fries,90.0,Fries,609,24,17,38,Mumbai,Maharashtra,January,4.3,6.766666666666667,0.26666666666666666,-7
KFC,Cheesy Chicken Zinger With Fries Combo,259.0,Chicken,661,34,7,69,Bangalore,Karnataka,March,3.8,2.552123552123552,0.13127413127413126,-8
Burger King,Chicken Chilli Cheese…,129.0,Chicken,278,6,5,65,Indore,Madhya Pradesh,July,4.3,2.1550387596899223,0.046511627906976744,-58
KFC,6 Pc Hot & Crispy Chicken,499.0,Chicken,302,11,19,44,Pune,Maharashtra,June,4.8,0.6052104208416834,0.022044088176352707,-41
McDonalds,Chicken Mcnuggets - 6 Pcs,137.0,Chicken,573,6,24,69,Mumbai,Maharashtra,February,4.5,4.182481751824818,0.043795620437956206,-81
Burger King,Medium Fries,80.0,Fries,593,31,17,66,Chandigarh,Punjab,May,4.2,7.4125,0.3875,-21
Burger King,Chicken Delight Combo For 2,614.0,Chicken,414,18,18,61,Mumbai,Maharashtra,January,4.8,0.6742671009771987,0.029315960912052116,-43
McDonalds,Veg Maharaja Mac Meal Large,323.0,Other,281,31,9,69,Hyderabad,Telangana,March,4.1,0.8699690402476781,0.09597523219814241,-16
McDonalds,Mcspicy Chicken Burger,159.0,Chicken,686,35,39,25,Hyderabad,Telangana,January,4.1,4.314465408805032,0.22012578616352202,6
McDonalds,Chatpata Naan - Aloo Meal Regular,152.0,Other,601,18,33,27,Bangalore,Karnataka,September,3.5,3.9539473684210527,0.11842105263157894,-24
McDonalds,Masala Wedges Large Happy Meal,192.0,Other,663,24,36,73,Bhopal,Madhya Pradesh,May,4.0,3.453125,0.125,-61
McDonalds,2 Mcveggie + 2 Mcaloo Tikki + 2 Fries Medium + 2 Strawberry Shakes,770.0,Fries,605,5,29,41,Kolkata,West Bengal,February,4.7,0.7857142857142857,0.006493506493506494,-60
Burger King,Chicken Kings Meal Combo For 4,745.0,Chicken,451,5,19,37,Noida,Uttar Pradesh,July,4.1,0.6053691275167785,0.006711409395973154,-46
McDonalds,Mccafe-Chocolate Frappe Regular,216.0,Other,671,14,8,63,Bangalore,Karnataka,December,3.6,3.1064814814814814,0.06481481481481481,-43
McDonalds,2 Mcspicy Chicken + 2 Fries Large + 2 Chocolate Shakes,845.0,Chicken,214,32,10,44,Gurgaon,Haryana,August,4.4,0.2532544378698225,0.0378698224852071,10
Burger King,Chicken Whopper,149.0,Chicken,333,10,27,70,Bhopal,Madhya Pradesh,December,4.0,2.2348993288590604,0.06711409395973154,-77
McDonalds,Chicken Mcnuggets Piri Piri - 20 Pc,328.0,Chicken,379,6,13,77,Chandigarh,Punjab,December,4.1,1.1554878048780488,0.018292682926829267,-78
Burger King,Chicken Masala Whopper,199.0,Chicken,321,15,38,80,Bhopal,Madhya Pradesh,July,4.8,1.6130653266331658,0.07537688442211055,-88
Burger King,Paneer King’S Melt,129.0,Other,259,26,16,35,Lucknow,Uttar Pradesh,March,3.8,2.007751937984496,0.20155038759689922,1
KFC,Ultimate Savings Bucket,599.0,Other,488,6,26,47,Bhopal,Madhya Pradesh,February,3.6,0.8146911519198664,0.01001669449081803,-61
McDonalds,Veg Maharaja Mac,184.0,Other,572,6,28,62,Chennai,Tamil Nadu,March,4.6,3.108695652173913,0.03260869565217391,-78
KFC,Red Bull Energy Drink,160.0,Beverage,507,25,22,41,Bangalore,Karnataka,February,4.6,3.16875,0.15625,-13
Burger King,Cold Coffee,99.0,Other,334,25,37,75,Noida,Uttar Pradesh,February,4.1,3.3737373737373737,0.25252525252525254,-62
McDonalds,Mcsaver American Cheese Supreme - Chicken Meal,244.0,Chicken,670,32,28,64,Indore,Madhya Pradesh,June,3.8,2.7459016393442623,0.13114754098360656,-28
McDonalds,Mcsaver Big Spicy Paneer Wrap Meal,299.0,Other,532,14,29,26,Ahmedabad,Gujarat,August,4.0,1.7792642140468227,0.046822742474916385,-27
McDonalds,Sprite Regular,71.0,Other,383,16,36,45,Mumbai,Maharashtra,October,4.7,5.394366197183099,0.22535211267605634,-49
Burger King,Double Delight For Mango Lovers.,149.0,Other,217,13,35,73,Hyderabad,Telangana,March,3.8,1.4563758389261745,0.087248322147651,-82
Burger King,Chicken Feast Combo For 3,615.0,Chicken,435,32,26,46,Kolkata,West Bengal,May,4.6,0.7073170731707317,0.05203252032520325,-8
McDonalds,2 American Cheese Supreme Chicken + 2 Fries Large + 2 Chocolate Shakes,790.0,Chicken,693,33,13,54,Gurgaon,Haryana,December,4.5,0.8772151898734177,0.04177215189873418,-1
KFC,Cheesy Chicken Zinger Burger,170.0,Chicken,462,15,6,77,Noida,Uttar Pradesh,January,4.0,2.7176470588235295,0.08823529411764706,-53
McDonalds,2 Mcaloo Tikki + 2 Fries Large,293.0,Fries,303,33,32,25,Kolkata,West Bengal,April,4.6,1.0341296928327646,0.11262798634812286,9
McDonalds,2 American Cheese Supreme Veg + 2 Veg Pizza Mcpuff + 2 Fries Large + Coke Medium,550.0,Fries,372,33,39,43,Ahmedabad,Gujarat,May,3.7,0.6763636363636364,0.06,-16
KFC,Solo Bucket,349.0,Other,513,10,13,50,Hyderabad,Telangana,December,3.8,1.4699140401146131,0.02865329512893983,-43
McDonalds,Chicken Mcnuggets 9 Pcs Meal Medium,290.0,Chicken,535,26,15,55,Bhopal,Madhya Pradesh,May,4.2,1.8448275862068966,0.0896551724137931,-18
McDonalds,Mcspicy Chicken Meal Large,293.0,Chicken,624,7,18,60,Jaipur,Rajasthan,June,4.6,2.1296928327645053,0.023890784982935155,-64
McDonalds,Mcswirl,36.0,Other,429,29,24,39,Bangalore,Karnataka,May,4.3,11.916666666666666,0.8055555555555556,-5
Burger King,Veg Double Whopper,199.0,Burger,481,30,11,65,Lucknow,Uttar Pradesh,March,3.6,2.4170854271356785,0.1507537688442211,-16
McDonalds,Strawberry Sundae Regular,38.0,Other,429,23,25,47,Bangalore,Karnataka,December,4.1,11.289473684210526,0.6052631578947368,-26
KFC,Pepsi Pet,60.0,Other,245,26,20,70,Jaipur,Rajasthan,March,3.5,4.083333333333333,0.43333333333333335,-38
Burger King,1 Fiery Chicken + Chicken Keema Fries + 1 Pepsi,347.0,Chicken,300,32,29,40,Delhi,Delhi,February,4.2,0.8645533141210374,0.09221902017291066,-5
KFC,Chicken & Fries Bucket,199.0,Chicken,426,31,31,22,Gurgaon,Haryana,August,4.0,2.14070351758794,0.15577889447236182,9
McDonalds,Mcspicy Paneer Meal Large,289.0,Other,654,17,25,20,Chandigarh,Punjab,December,4.4,2.262975778546713,0.058823529411764705,-11
Burger King,1 Chicken Tandoor Grill + 1 Fiery Chicken + 1 Keema Fries + 1 Fries (M) + 2 Pepsi,635.0,Chicken,564,34,25,48,Chandigarh,Punjab,December,3.5,0.8881889763779528,0.05354330708661417,-5
Burger King,Crispy Veg,55.0,Other,200,13,11,46,Chennai,Tamil Nadu,April,4.7,3.6363636363636362,0.23636363636363636,-31
McDonalds,Soft Serve Cone,23.0,Other,392,14,23,64,Mumbai,Maharashtra,April,4.8,17.043478260869566,0.6086956521739131,-59
Burger King,Crispy Veg Wrap,59.0,Other,472,14,32,24,Kolkata,West Bengal,September,4.0,8.0,0.23728813559322035,-28
Burger King,Fiery Chicken Combo - King,328.0,Chicken,666,9,15,75,Chennai,Tamil Nadu,December,4.0,2.0304878048780486,0.027439024390243903,-72
KFC,6 Pc Hot & Crispy Chicken,499.0,Chicken,660,34,10,31,Pune,Maharashtra,July,3.9,1.3226452905811623,0.06813627254509018,27
McDonalds,Chicken Kebab Burger Meal Large,215.0,Chicken,446,25,6,32,Hyderabad,Telangana,September,4.0,2.074418604651163,0.11627906976744186,12
McDonalds,2 Mcveggie + 2 American Cheese Supreme Veg + 2 Fries Large,647.0,Fries,286,29,30,40,Pune,Maharashtra,April,4.1,0.4420401854714065,0.04482225656877898,-12
KFC,4 Pc Veg Strips,140.0,Other,657,35,6,51,Chandigarh,Punjab,November,4.4,4.692857142857143,0.25,13
McDonalds,Double Chocolate Frappe,227.0,Other,636,26,24,47,Bangalore,Karnataka,September,4.1,2.801762114537445,0.1145374449339207,-19
Burger King,Fiery Chicken Combo - King,328.0,Chicken,405,6,14,54,Jaipur,Rajasthan,December,4.5,1.2347560975609757,0.018292682926829267,-56
McDonalds,Mcaloo Tikki Meal Regular,138.0,Other,367,14,10,31,Bangalore,Karnataka,December,4.1,2.6594202898550723,0.10144927536231885,-13
McDonalds,Mccafe-Green Apple Tea Regular,138.0,Other,315,29,34,26,Chandigarh,Punjab,March,4.7,2.282608695652174,0.21014492753623187,-2
McDonalds,Filet-O-Fish Burger,138.0,Burger,668,26,17,49,Hyderabad,Telangana,July,4.5,4.840579710144928,0.18840579710144928,-14
McDonalds,Mcsaver Big Spicy Chicken Wrap Meal,310.0,Chicken,452,11,29,69,Jaipur,Rajasthan,March,3.6,1.4580645161290322,0.035483870967741936,-76
McDonalds,2 Mcveggie + 2 Mcaloo Tikki + 2 Fries Medium + 2 Strawberry Shakes,770.0,Fries,299,31,30,61,Chennai,Tamil Nadu,February,3.7,0.38831168831168833,0.04025974025974026,-29
Burger King,Bk Veggie,95.0,Other,211,34,40,77,Jaipur,Rajasthan,February,3.9,2.221052631578947,0.35789473684210527,-49
McDonalds,Chicken Mcnuggets Piri Piri - 20 Pc,328.0,Chicken,566,17,19,56,Bhopal,Madhya Pradesh,February,3.6,1.725609756097561,0.051829268292682924,-41
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,295,7,23,35,Delhi,Delhi,November,4.3,1.528497409326425,0.03626943005181347,-44
McDonalds,Masala Wedges Large Happy Meal,192.0,Other,383,27,36,48,Bhopal,Madhya Pradesh,November,4.2,1.9947916666666667,0.140625,-30
McDonalds,American Cheese Supreme - Chicken Happy Meal,196.0,Chicken,623,29,12,48,Hyderabad,Telangana,April,4.0,3.1785714285714284,0.14795918367346939,-2
McDonalds,Chicken Kebab Burger Meal Large,215.0,Chicken,553,23,36,23,Ahmedabad,Gujarat,March,4.4,2.572093023255814,0.10697674418604651,-13
McDonalds,Filet-O-Fish Burger,138.0,Burger,694,5,36,28,Chennai,Tamil Nadu,November,3.6,5.028985507246377,0.036231884057971016,-54
McDonalds,Mcsaver Filet-O-Fish Meal,271.0,Other,436,26,34,53,Mumbai,Maharashtra,August,4.4,1.6088560885608856,0.0959409594095941,-35
McDonalds,Mcchicken Meal Large,250.0,Other,344,27,25,22,Chennai,Tamil Nadu,August,3.6,1.376,0.108,7
McDonalds,American Cheese Supreme - Chicken Meal Large,267.0,Chicken,456,20,35,54,Gurgaon,Haryana,October,4.7,1.7078651685393258,0.0749063670411985,-49
McDonalds,Strawberry Shake,138.0,Other,352,33,15,48,Bangalore,Karnataka,September,4.0,2.550724637681159,0.2391304347826087,3
McDonalds,Fanta Large,88.0,Other,321,17,36,52,Hyderabad,Telangana,February,4.3,3.647727272727273,0.19318181818181818,-54
KFC,10 Pc Chicken Strips & Dips Bucket,449.0,Chicken,248,7,17,25,Pune,Maharashtra,December,3.9,0.5523385300668151,0.015590200445434299,-28
McDonalds,Chicken Mcnuggets - 20 Pcs,304.0,Chicken,699,20,31,60,Indore,Madhya Pradesh,September,3.9,2.299342105263158,0.06578947368421052,-51
KFC,Pack Of 2 Dips,50.0,Other,431,27,10,23,Noida,Uttar Pradesh,February,4.5,8.62,0.54,21
KFC,2 Popcorn Rice Bowls With 8 Hot Wings,499.0,Other,234,33,9,58,Jaipur,Rajasthan,July,3.9,0.46893787575150303,0.06613226452905811,-1
McDonalds,2 Mcaloo Tikki + 2 Fries Large,293.0,Fries,553,26,14,32,Bangalore,Karnataka,June,4.2,1.8873720136518772,0.08873720136518772,6
KFC,Veg Zinger & Fries Combo,225.0,Fries,565,35,21,31,Lucknow,Uttar Pradesh,April,3.7,2.511111111111111,0.15555555555555556,18
KFC,Cheesy Chicken Zinger Burger,170.0,Chicken,611,32,26,49,Indore,Madhya Pradesh,June,4.2,3.5941176470588236,0.18823529411764706,-11
McDonalds,Fanta Float,44.0,Other,503,26,15,71,Bangalore,Karnataka,June,3.7,11.431818181818182,0.5909090909090909,-34
McDonalds,Hashbrown,38.0,Other,349,26,7,39,Delhi,Delhi,July,3.7,9.18421052631579,0.6842105263157895,6
Burger King,Fiery Chicken,159.0,Chicken,415,27,27,26,Lucknow,Uttar Pradesh,September,4.4,2.610062893081761,0.16981132075471697,1
McDonalds,Sharing Pack 2 Mcveggie,407.0,Other,624,13,28,61,Delhi,Delhi,May,4.8,1.5331695331695332,0.03194103194103194,-63
Burger King,Cold Coffee,99.0,Other,266,24,29,80,Delhi,Delhi,May,4.7,2.686868686868687,0.24242424242424243,-61
Burger King,Veg Delight Combo For 2,544.0,Other,568,18,40,48,Noida,Uttar Pradesh,August,4.2,1.0441176470588236,0.03308823529411765,-52
McDonalds,Mcsaver Filet-O-Fish Meal,271.0,Other,691,30,14,44,Jaipur,Rajasthan,July,3.8,2.5498154981549814,0.11070110701107011,2
McDonalds,Mcsaver Chatpata Naan - Kebab Meal,190.0,Other,559,8,28,45,Gurgaon,Haryana,October,4.1,2.942105263157895,0.042105263157894736,-57
Burger King,King Fries,90.0,Fries,449,15,33,68,Bhopal,Madhya Pradesh,June,3.8,4.988888888888889,0.16666666666666666,-71
McDonalds,Mcchicken + Mcveggie + Fries Large + 2 Veg Pizza Mcpuff + Coke Medium,380.0,Fries,633,30,6,76,Jaipur,Rajasthan,January,4.3,1.6657894736842105,0.07894736842105263,-22
Burger King,Fiery Chicken,159.0,Chicken,285,34,14,75,Chennai,Tamil Nadu,March,3.8,1.7924528301886793,0.2138364779874214,-21
McDonalds,Mcspicy Paneer + Mcspicy Chicken + 2 Fries Large + Coke Medium,606.0,Chicken,423,29,23,25,Kolkata,West Bengal,February,3.9,0.698019801980198,0.04785478547854786,10
KFC,Classic Chicken Zinger Combo Large,325.0,Chicken,530,23,27,32,Hyderabad,Telangana,February,4.2,1.6307692307692307,0.07076923076923076,-13
McDonalds,Sprite Regular,71.0,Other,391,12,37,49,Chandigarh,Punjab,August,4.1,5.507042253521127,0.16901408450704225,-62
McDonalds,Masala Wedges Large,111.0,Other,423,7,20,32,Chandigarh,Punjab,July,4.0,3.810810810810811,0.06306306306306306,-38
McDonalds,Masala Wedges Small Happy Mea,126.0,Other,604,21,30,60,Kolkata,West Bengal,September,3.5,4.7936507936507935,0.16666666666666666,-48
McDonalds,Mcspicy Chicken Burger,159.0,Chicken,228,7,27,52,Kolkata,West Bengal,October,3.9,1.4339622641509433,0.0440251572327044,-65
McDonalds,Mcveggie Meal Large,236.0,Other,434,12,36,61,Delhi,Delhi,September,4.4,1.8389830508474576,0.05084745762711865,-73
KFC,4 Pc Hot Chicken Wings-Fries & Drink Meal,295.0,Chicken,634,33,33,54,Pune,Maharashtra,February,4.7,2.1491525423728812,0.11186440677966102,-21
McDonalds,Mcchicken Meal Regular,207.0,Other,443,15,20,63,Jaipur,Rajasthan,February,4.1,2.140096618357488,0.07246376811594203,-53
KFC,Chicken Rice Bowl,150.0,Chicken,538,22,31,59,Hyderabad,Telangana,February,3.9,3.5866666666666664,0.14666666666666667,-46
McDonalds,Chicken Mcnuggets 9 Pcs Meal Medium,290.0,Chicken,431,17,28,26,Bhopal,Madhya Pradesh,April,3.6,1.486206896551724,0.05862068965517241,-20
McDonalds,Sharing Pack 3 Mcchicken,546.0,Other,693,30,38,62,Mumbai,Maharashtra,August,3.6,1.2692307692307692,0.054945054945054944,-40
McDonalds,Mcsaver Mcspicy Chicken Meal,275.0,Chicken,223,24,14,25,Hyderabad,Telangana,November,3.6,0.8109090909090909,0.08727272727272728,9
KFC,Medium Fries,95.0,Fries,679,31,22,77,Chandigarh,Punjab,August,4.6,7.147368421052631,0.3263157894736842,-37
KFC,Pepsi Pet,60.0,Other,555,13,35,42,Indore,Madhya Pradesh,January,4.4,9.25,0.21666666666666667,-51
McDonalds,Mcsaver Chicken Kebab Burger Meal,193.0,Chicken,211,14,10,26,Jaipur,Rajasthan,March,4.0,1.0932642487046633,0.07253886010362694,-8
KFC,Pack Of 2 Dips,50.0,Other,632,23,25,62,Bangalore,Karnataka,December,4.2,12.64,0.46,-41
McDonalds,Coke Regular,71.0,Beverage,323,35,16,67,Gurgaon,Haryana,May,4.1,4.549295774647887,0.49295774647887325,-13
McDonalds,Hot Fudge Sundae Regular,38.0,Other,254,15,28,25,Mumbai,Maharashtra,October,4.1,6.684210526315789,0.39473684210526316,-23
McDonalds,Mcchicken Meal Large,250.0,Other,616,21,25,46,Pune,Maharashtra,December,4.5,2.464,0.084,-29
Burger King,Crispy Veg,55.0,Other,517,5,40,31,Gurgaon,Haryana,October,4.3,9.4,0.09090909090909091,-61
Burger King,1 Fiery Chicken + 1 Chicken Chilli Cheese + 1 King Fries + 1 Spicy Chicken Sticks + 2 Pepsi,565.0,Chicken,281,19,8,47,Bhopal,Madhya Pradesh,October,4.0,0.49734513274336284,0.033628318584070796,-17
McDonalds,Chicken Mcnuggets Piri Piri 6 Pcs Meal Medium,280.0,Chicken,596,22,8,52,Lucknow,Uttar Pradesh,July,3.8,2.1285714285714286,0.07857142857142857,-16
Burger King,Too Much Chocolate. Never!,149.0,Other,319,23,32,47,Mumbai,Maharashtra,September,3.8,2.140939597315436,0.15436241610738255,-33
McDonalds,Mcswirl,36.0,Other,532,30,6,67,Mumbai,Maharashtra,February,4.1,14.777777777777779,0.8333333333333334,-13
McDonalds,Mcaloo Tikki Meal Medium,162.0,Other,478,15,9,32,Chennai,Tamil Nadu,June,4.2,2.950617283950617,0.09259259259259259,-11
KFC,Mirinda Can 330Ml,60.0,Other,298,19,11,73,Pune,Maharashtra,August,4.1,4.966666666666667,0.31666666666666665,-46
Burger King,Paneer King’S Melt,129.0,Other,635,26,19,78,Bangalore,Karnataka,June,4.7,4.922480620155039,0.20155038759689922,-45
KFC,Chicken & Fries Bucket,199.0,Chicken,361,23,40,36,Pune,Maharashtra,June,3.9,1.814070351758794,0.11557788944723618,-30
McDonalds,Filet-O-Fish Burger,138.0,Burger,675,27,7,74,Chennai,Tamil Nadu,May,3.9,4.891304347826087,0.1956521739130435,-27
McDonalds,Chatpata Naan - Kebab Meal Large,212.0,Other,686,31,12,33,Kolkata,West Bengal,July,4.4,3.2358490566037736,0.14622641509433962,17
McDonalds,Fanta Medium,71.0,Other,565,28,36,22,Bangalore,Karnataka,July,4.2,7.957746478873239,0.39436619718309857,-2
Burger King,Double Delight For Mango Lovers.,149.0,Other,292,18,8,35,Pune,Maharashtra,September,3.7,1.9597315436241611,0.12080536912751678,-7
KFC,Large Popcorn With Medium Fries,299.0,Fries,348,35,34,37,Chennai,Tamil Nadu,November,4.2,1.1638795986622072,0.11705685618729098,-1
Burger King,Too Much Chocolate. Never!,149.0,Other,289,10,11,62,Kolkata,West Bengal,June,4.3,1.9395973154362416,0.06711409395973154,-53
Burger King,Veg Everyday Mean Combo For 2,318.0,Other,579,23,10,40,Lucknow,Uttar Pradesh,February,4.4,1.820754716981132,0.07232704402515723,-4
KFC,Mingles Bucket,299.0,Other,678,21,31,48,Delhi,Delhi,April,4.4,2.2675585284280935,0.07023411371237458,-37
McDonalds,Mcchicken + Mcveggie + Fries Large + 2 Veg Pizza Mcpuff + Coke Medium,380.0,Fries,340,24,28,62,Hyderabad,Telangana,October,3.6,0.8947368421052632,0.06315789473684211,-42
McDonalds,Chicken Mcnuggets Piri Piri 6 Pcs Meal Large,296.0,Chicken,412,15,31,54,Mumbai,Maharashtra,August,4.2,1.3918918918918919,0.05067567567567568,-55
McDonalds,Choco Hazelnut Shake,192.0,Other,567,17,33,30,Ahmedabad,Gujarat,June,3.7,2.953125,0.08854166666666667,-29
Burger King,Chicken Feast Combo For 3,615.0,Chicken,217,20,39,60,Mumbai,Maharashtra,October,4.0,0.35284552845528455,0.032520325203252036,-59
McDonalds,Mcswirl,36.0,Other,659,19,26,69,Kolkata,West Bengal,January,4.7,18.305555555555557,0.5277777777777778,-57
McDonalds,Mcspicy Chicken Burger,159.0,Chicken,290,5,22,26,Ahmedabad,Gujarat,September,4.0,1.8238993710691824,0.031446540880503145,-38
Burger King,Double Delight For Mango Lovers.,149.0,Other,640,27,6,47,Noida,Uttar Pradesh,February,4.2,4.295302013422819,0.18120805369127516,1
McDonalds,Chicken Mcnuggets 6 Pcs Meal Medium,257.0,Chicken,424,30,17,70,Hyderabad,Telangana,September,3.7,1.649805447470817,0.11673151750972763,-27
Burger King,Crispy Veg,55.0,Other,562,6,24,66,Mumbai,Maharashtra,October,3.9,10.218181818181819,0.10909090909090909,-78
Burger King,Chicken Whopper,149.0,Chicken,243,34,18,62,Pune,Maharashtra,August,4.5,1.6308724832214765,0.22818791946308725,-12
McDonalds,Mccafe-Strawberry Ice Tea Regular,138.0,Other,500,30,7,61,Chandigarh,Punjab,July,4.0,3.6231884057971016,0.21739130434782608,-8
McDonalds,Chicken Maharaja Mac,194.0,Chicken,596,29,38,48,Delhi,Delhi,January,3.6,3.0721649484536084,0.14948453608247422,-28
McDonalds,Mcsaver Salad Wrap Meal,242.0,Other,545,19,14,74,Chandigarh,Punjab,January,3.6,2.2520661157024793,0.07851239669421488,-50
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,652,28,8,40,Gurgaon,Haryana,January,3.6,3.378238341968912,0.14507772020725387,8
McDonalds,American Cheese Supreme - Chicken,127.0,Chicken,282,31,23,51,Chandigarh,Punjab,June,4.3,2.220472440944882,0.2440944881889764,-12
KFC,10 Pc Leg Piece Bucket & 4 Dips,699.0,Other,362,29,24,80,Bangalore,Karnataka,December,3.7,0.5178826895565093,0.04148783977110158,-46
Burger King,2 Crispy Chicken + Chicken Keema Fries + 2 Pepsi,397.0,Chicken,408,5,34,60,Chennai,Tamil Nadu,September,3.5,1.0277078085642317,0.012594458438287154,-84
McDonalds,Mcchicken Happy Mea,196.0,Other,262,18,20,69,Delhi,Delhi,November,4.5,1.336734693877551,0.09183673469387756,-53
McDonalds,Masala Wedges Large Happy Meal,192.0,Other,468,6,23,26,Bhopal,Madhya Pradesh,April,4.6,2.4375,0.03125,-37
McDonalds,Chicken Mcnuggets Piri Piri 6 Pcs Meal Medium,280.0,Chicken,619,11,40,66,Chennai,Tamil Nadu,November,3.7,2.210714285714286,0.039285714285714285,-84
McDonalds,Fanta Medium,71.0,Other,662,33,30,46,Bangalore,Karnataka,July,4.0,9.32394366197183,0.4647887323943662,-10
McDonalds,Mcveggie Burger,118.0,Burger,269,16,23,70,Chandigarh,Punjab,June,4.6,2.2796610169491527,0.13559322033898305,-61
Burger King,Chicken Chilli Cheese…,129.0,Chicken,554,22,6,55,Pune,Maharashtra,March,4.6,4.294573643410852,0.17054263565891473,-17
McDonalds,Mccafe-Classic Coffee Regular,177.0,Other,600,21,7,23,Ahmedabad,Gujarat,August,4.5,3.389830508474576,0.11864406779661017,12
McDonalds,Schweppes Water,50.0,Other,259,25,27,60,Ahmedabad,Gujarat,January,3.7,5.18,0.5,-37
KFC,Mixed Zinger Burger Duo,309.0,Burger,590,21,36,40,Pune,Maharashtra,June,4.4,1.9093851132686084,0.06796116504854369,-34
McDonalds,2 Mcveggie + 2 Mcaloo Tikki + 2 Fries Medium + 2 Strawberry Shakes,770.0,Fries,312,22,23,66,Gurgaon,Haryana,April,4.1,0.4051948051948052,0.02857142857142857,-45
McDonalds,Chicken Mcnuggets Piri Piri - 9 Pc,193.0,Chicken,543,11,24,33,Indore,Madhya Pradesh,January,4.4,2.8134715025906734,0.05699481865284974,-35
McDonalds,Thums Up Medium,71.0,Other,202,35,36,44,Noida,Uttar Pradesh,June,3.7,2.8450704225352115,0.49295774647887325,-10
